session,video,segment,text,label,annotation
Session3,Ses03F_script01_3,Ses03F_script01_3_M035,"And I, and I thought something watching them go down.",1,sad
Session3,Ses03F_script01_3,Ses03F_script01_3_M036,"Everything was being destroyed, see, but there was one new thing that was being created. A kind of responsibility, man for man. You understand me?",1,sad
Session3,Ses03F_script01_3,Ses03F_script01_3_M037,And to show that-to bring that onto the earth like some sort of monument standing right behind us where everyone could feel it and it would make a difference to him.,1,sad
Session3,Ses03F_script01_3,Ses03F_script01_3_M038,And I came back here and it was incredible. There was no meaning in that here. The whole thing to them was a bus accident.,1,sad
Session3,Ses03F_script01_3,Ses03F_script01_3_M039,And I went to work with dad and that rat race again. And I felt what you said-ashamed somehow. Because nobody was changed at all. It seemed to make a sucker out of a lot of guys.,1,sad
Session3,Ses03F_script01_3,Ses03F_script01_3_M040,"And I felt wrong to be alive. To drive the car, to see the new checkbook, to see the new refrigerator. I mean, you can take those things out of the war. But you got to know that when you drive that car that that came out of the love a man can have for another man. And you got to be a little bit better because of that.",1,sad
Session3,Ses03F_script01_3,Ses03F_script01_3_M041,"Otherwise, what you have here is loot; and there's blood on it.",1,sad
Session3,Ses03F_script01_3,Ses03F_script01_3_M042,And I didn't want to take any of it.,1,sad
Session3,Ses03F_script01_3,Ses03F_script01_3_M043,And I guess that included you.,1,sad
Session3,Ses03F_script01_3,Ses03F_script01_3_F032,And you still feel that way?,1,sad
Session3,Ses03F_script01_3,Ses03F_script01_3_F033,"Because you can't feel that way, never again, Chris. You hear me? Never. I mean, the money and me too.",1,sad
Session3,Ses03F_script01_3,Ses03F_script01_3_M045,"Annie,",2,hap
Session3,Ses03F_script01_3,Ses03F_script01_3_M046,"Annie, I'm going to make a fortune for you.",2,hap
Session3,Ses03F_script01_3,Ses03F_script01_3_F035,What am I going to do with a fortune?,2,hap
Session3,Ses03F_script02_1,Ses03F_script02_1_M000,"Hey, what time is it? They're supposed to run around midnight, right? God, this is great, isn't it?",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M001,Look at the night we got; couldn't be better.,2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M002,"You know actually, I wanted to go a little further up the coast to get away from all the, the people and the lights, and uh- but I thought we'd miss it. Hey, how you doing?",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_F000,Fine.,1,sad
Session3,Ses03F_script02_1,Ses03F_script02_1_M003,"Oh, is that-is that-now, is that just foam, uhh, I can't even tell.",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M004,"Oh, though if I can't tell it probably isn't them, right? It probably would be unmistakable, wouldn't you think? Hey, how you doing?",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M005,"Oh, do you know what I forgot? I forgot my flashlight. How could I be so stupid. Oh, I-I should have brought my flashlight.",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M006,"Uh- you know, the flashlight. The silver one. There's only one, isn't there?",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_F003,"I don't understand why you're always saying oh, it's mine, it's mine. It's not like it's just your flashlight. I mean, how do you think that makes me feel?",0,ang
Session3,Ses03F_script02_1,Ses03F_script02_1_M009,We should have brought our flashlight. I can't believe we forgot to bring it.,2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M010,I hope the moon stays out.,2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M011,"Hey, do they always run during a full moon? I can't remember if it was full last year. Do you remember?",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M013,"We should have brought the blanket. Oh, why didn't we bring the blanket? Our blanket.",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M014,"You know what would be good right now? A six-pack. Ah, I can't believe I forgot a six-pack. A six-pack would be just the ticket right about now.",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M015,I'm so stupid. I'm like a little kid. I-it's amazing I get out of the house with my fly zipped. Oh- [LAUGHTER].,2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M016,I wonder if they can hear us talk. Or hear the vibrations in the sand when we move.,2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M017,Do you want my jacket?,3,neu
Session3,Ses03F_script02_1,Ses03F_script02_1_M019,Right.,3,neu
Session3,Ses03F_script02_1,Ses03F_script02_1_M020,"Yeah, that's my point too.",3,neu
Session3,Ses03F_script02_1,Ses03F_script02_1_M021,"No. No, no, no, that's not my point. My point is there's no point in coming down here if we just turn around and leave.",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M022,"I mean, don't you want to see it?",3,neu
Session3,Ses03F_script02_1,Ses03F_script02_1_F010,Not particularly.,1,sad
Session3,Ses03F_script02_1,Ses03F_script02_1_M023,Why not?,3,neu
Session3,Ses03F_script02_1,Ses03F_script02_1_F011,I don't know. I just don't.,1,sad
Session3,Ses03F_script02_1,Ses03F_script02_1_F012,Pass up what? A bunch of fish. They swim up to the beach and they flop around and they swim away and then they die.,0,ang
Session3,Ses03F_script02_1,Ses03F_script02_1_M036,"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M038,"And they all, all as one, turned as one and formed this line as big as the California coast and started swimming this way. Swimming as if that's the only thing that matters.",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M039,"You know, they didn't ask it a question. They didn't, they didn't take a vote. They didn't have an invitation or a map; they just started swimming as one.",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M040,"its single-mindedness with one mind. Urgency that's pure urge. You know, they don't give it a name.",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M041,"They don't ask it a question. They just, they just, they don't know what drives them. They just turn as one and start the swim that brings them to here",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M042,"where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.",2,exc
Session3,Ses03F_script02_1,Ses03F_script02_1_M044,About what I just said.,3,neu
Session3,Ses03F_script02_2,Ses03F_script02_2_F000,About what?,3,neu
Session3,Ses03F_script02_2,Ses03F_script02_2_M001,About what I was just saying.,3,neu
Session3,Ses03F_script02_2,Ses03F_script02_2_M005,"Carla, can I ask you something? Don't take this wrong, but are you having your period?",3,neu
Session3,Ses03F_script02_2,Ses03F_script02_2_F005,"Augie, Goddamn it, don't ask me that. You always ask me that. Why do you ask me that? I hate it. It's insulting.",0,ang
Session3,Ses03F_script02_2,Ses03F_script02_2_M008,We're not seeing the grunions?,3,neu
Session3,Ses03F_script02_2,Ses03F_script02_2_F012,Like I feel like my whole life I've been just standing on this beach with my hands clasped waiting for these fish to show up and these fish never show up.,0,ang
Session3,Ses03F_script02_2,Ses03F_script02_2_F016,Do you remember the last time we came here?,1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_F017,We thought I was pregnant.,1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_F018,You brought a bottle of champagne.,1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_F019,We took off our shoes and we danced barefoot in the sand. Under the moon.,2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_F020,And you whispered so intimately in my ear so I could feel your words.,2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_F021,"Oh, that moment-that was it.",2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_F022,"I told myself finally, this is how happy I'm supposed to be.",1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_M016,Wait a minute. I got it.,3,neu
Session3,Ses03F_script02_2,Ses03F_script02_2_F023,Dancing barefoot in the sand. Drinking out of a bottle of champagne.,2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_F024,I don't want to remember something.,1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_F025,Hope for some things.,1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_F026,No.,1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_F027,No.,1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_F028,"No, no.",1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_F031,No.,0,ang
Session3,Ses03F_script02_2,Ses03F_script02_2_M026,"A-a back rub, some ice cream, a suicide pact. What the hell do you want, Carla?",0,ang
Session3,Ses03F_script02_2,Ses03F_script02_2_F035,"No, it's not. It's standing on the beach waiting and fighting.",0,ang
Session3,Ses03F_script02_2,Ses03F_script02_2_F036,Things have never turned out anything the way that I thought they would be.,1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_F038,it's not something else. Do you know what I'm trying to say?,1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_F039,"I know you are, Augie, and I know you wanted this evening to be nice, but I can't help thinking of being somewhere else.",1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_F040,I didn't say that.,1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_M038,"Actually now that you mention it, no, I don't.",2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_F043,"Well, I guess we're just in the wrong spart-spot with the right person.",2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_M039,"Seemed like a pretty good spot to me. I mean, look at the view of the moon we've got from here.",2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_F044,I noticed that. It's beautiful.,2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_F045,You can see right over the water.,2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_M040,Look what we got here.,2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_M041,It's not champagne.,2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_F048,At least we won't need glasses.,2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_M042,Are you still cold? Do you want to go home?,3,neu
Session3,Ses03F_script02_2,Ses03F_script02_2_F050,Maybe this is the right place after all.,2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_F051,"I'm sorry, Augie.",1,sad
Session3,Ses03F_script02_2,Ses03F_script02_2_M043,Shh.,3,neu
Session3,Ses03F_script02_2,Ses03F_script02_2_M044,If we're very quiet the fish might come.,2,hap
Session3,Ses03F_script02_2,Ses03F_script02_2_M045,Or not.,2,hap
Session3,Ses03F_script03_1,Ses03F_script03_1_F000,[BREATHING],3,neu
Session3,Ses03F_script03_1,Ses03F_script03_1_F001,Do you think it's them?,3,neu
Session3,Ses03F_script03_1,Ses03F_script03_1_M004,"We're all right, aren't we darling? Whatever happens.",3,neu
Session3,Ses03F_script03_1,Ses03F_script03_1_M005,Then I don't care.,3,neu
Session3,Ses03F_script03_1,Ses03F_script03_1_M007,"things that should matter dreadfully don't seem to matter at all when one's happy, do they?",2,exc
Session3,Ses03F_script03_1,Ses03F_script03_1_F009,Don't laugh at me. I'm serious.,2,exc
Session3,Ses03F_script03_1,Ses03F_script03_1_M011,"[LAUGHTER]. You mustn't be serious, my dear one, that's what they want.",2,exc
Session3,Ses03F_script03_1,Ses03F_script03_1_M013,"Ooh, certainly you must. We're figures of fun, all right.",2,exc
Session3,Ses03F_script03_1,Ses03F_script03_1_F014,"Oh dear, well, shall we want that?",1,sad
Session3,Ses03F_script03_1,Ses03F_script03_1_F015,"Well, what if happens if one of us is to die? Does the one that's left still laugh?",1,sad
Session3,Ses03F_script03_1,Ses03F_script03_1_M020,"Let's blow strumpets, blow-blow trumpets and squeakers and party as much as we can like small quite idiotic school children. Let's savor the delight of the moment. Come, kiss me darling, before worms pop in and out of your eye sockets.",2,exc
Session3,Ses03F_script03_1,Ses03F_script03_1_F019,"Thank you, dear. The same applies to you. Except that if I ever so much as catch you looking at another woman I'll kill you.",2,exc
Session3,Ses03F_script03_1,Ses03F_script03_1_M022,Remember that awful scene we had in Venice?,2,exc
Session3,Ses03F_script03_1,Ses03F_script03_1_F021,Oh Charles. That was his name. Charles. He did wiggle so beautifully.,2,hap
Session3,Ses03F_script03_1,Ses03F_script03_1_F025,yeah. And that was the first time you ever hit me.,2,hap
Session3,Ses03F_script03_1,Ses03F_script03_1_M027,"That was a rouser, wasn't it?",2,exc
Session3,Ses03F_script03_1,Ses03F_script03_1_F026,The manager came in and found us rolling on the floor and biting and scratching like panthers. [LAUGHTER],2,hap
Session3,Ses03F_script03_1,Ses03F_script03_1_F027,I know. Oh man. Couldn't believe it.,2,exc
Session3,Ses03F_script03_2,Ses03F_script03_2_M000,"As a matter of fact, the real cause of that row was Peter Burden.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M001,I knew nothing of the sort. You took presents from him.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M002,I remember it well. Bristling with diamonds. In the worst possible taste.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F004,"Just a little perhaps, but it was nothing serious.",3,neu
Session3,Ses03F_script03_2,Ses03F_script03_2_M005,You let him kiss you. You said so.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M007,What about me?,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M008,"That's a nice point of view, I must say.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F008,"Well, it's true.",3,neu
Session3,Ses03F_script03_2,Ses03F_script03_2_M009,Are you bored with this conversation?,3,neu
Session3,Ses03F_script03_2,Ses03F_script03_2_M010,So am I. Bored stiff. Want some brandy?,3,neu
Session3,Ses03F_script03_2,Ses03F_script03_2_M011,"I'll have a little, I think.",3,neu
Session3,Ses03F_script03_2,Ses03F_script03_2_M012,"No particular reason. Anyhow, they were very small ones.",3,neu
Session3,Ses03F_script03_2,Ses03F_script03_2_F013,It's become a habit with you.,3,neu
Session3,Ses03F_script03_2,Ses03F_script03_2_M014,You needn't be so grand just because you don't happen to want some yourself at the moment.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F014,Don't be so stupid.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M015,"Really, Amanda.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F015,What?,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M016,Nothing.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M017,"Going somewhere, dear?",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F017,"It's a woman's job to allure the man. Watch me, won't you, a minute?",3,neu
Session3,Ses03F_script03_2,Ses03F_script03_2_F018,"No, it isn't.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M020,"Yes, it is.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M024,They snap.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F023,"I don't care. I don't care, do you understand? I don't care if they bark, if they roll over on the floor like hoops.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M026,did you see much of Peter Burden after our divorce?,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M027,"I imagine that you let him kiss you quite a bit more then, didn't you?",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M028,You had a riotous-must have had a riotous time. No restraint at all. Very enjoyable. You never had much anyhow.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F026,You are quite insufferable. I suppose it's because you're drunk.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M029,I'm not in the least bit drunk.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M030,"Okay. As I mentioned before, I said I had three very minute liquor glasses. That's hardly enough to get a child of two drunk.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M034,"Well, I suppose the people downstairs then.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M035,This is no time of the year for Tunis.,3,neu
Session3,Ses03F_script03_2,Ses03F_script03_2_F035,Turn it on.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M038,Turn it off.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F037,I will not. Go away. Go away. I hate you.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M039,"Oh, very amusing, indeed. Amanda, listen-",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F038,"Listen, indeed. No, no, no, no. I am sick and tired of listening to you, you sadistic bully.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M040,Very amusing indeed.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F039,"Stop it, stop it, I hate you, I loath you, you are overbearing and conceited and utterly impossible.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M041,"You know, you're a vile, ill-tempered, wicked little beast and I hope that I never see you again as long as I live.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F040,This is the end. Do you hear? The end. Now and forever.,0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M042,"No, you're not going out like this. No you're not.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F041,"Oh, yes I am.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F042,"Yes I am. Let go of me. I hate you and I loath you. God, I can't believe I just finally realized how you are. I am never marry you. Never. Never, never, never. I would rather die in torment.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M043,"Oh, shut up. Shut up. Shut up.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_M044,"I wouldn't marry you again if you came back crawling to me on your hands and knees because you're vile. You're a mean, evil-minded little vampire and I hope to God I never set eyes on you again.",0,ang
Session3,Ses03F_script03_2,Ses03F_script03_2_F043,"Beast or brute cad, swine beast beast brute.",0,ang
Session3,Ses03M_impro01,Ses03M_impro01_F000,Is that a demand sir?,3,neu
Session3,Ses03M_impro01,Ses03M_impro01_F003,No. You filled out the back part. You were supposed to fill out the front portion only.,3,neu
Session3,Ses03M_impro01,Ses03M_impro01_M004,What are you talking about? It says fill out that part.,0,ang
Session3,Ses03M_impro01,Ses03M_impro01_M011,I'm not going anywhere. I'm staying right here.,0,ang
Session3,Ses03M_impro01,Ses03M_impro01_M012,"Hey,uh-- Well that's too bad cause I'm getting my license right now.",0,ang
Session3,Ses03M_impro01,Ses03M_impro01_M014,"Hey, no, give me that back.",0,ang
Session3,Ses03M_impro01,Ses03M_impro01_M015,-- No. I'm not waiting...I'm not coming back again. I don't have time to come back five days.,0,ang
Session3,Ses03M_impro01,Ses03M_impro01_M017,Yes I will. I'll have this [GARBAGE],0,ang
Session3,Ses03M_impro01,Ses03M_impro01_M019,Fine. Call your supervisor. Ask supervisor over,0,ang
Session3,Ses03M_impro01,Ses03M_impro01_M023,No. I'm not going anywhere. I'm staying here-- I am filling out right now okay just calm down. I'm filling out right now-- Just take the god damn piece of paper.,0,ang
Session3,Ses03M_impro01,Ses03M_impro01_F022,Okay. I'm going to call security. Security!,0,ang
Session3,Ses03M_impro01,Ses03M_impro01_F025,"This entire time you're fighting with me sir, you could've finished the form and already been half way-- No. Get out.",0,ang
Session3,Ses03M_impro01,Ses03M_impro01_M028,I did finish one. Take it.,0,ang
Session3,Ses03M_impro01,Ses03M_impro01_M029,What is wrong with you?,0,ang
Session3,Ses03M_impro02,Ses03M_impro02_M000,Hey sweetie.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M001,Hey.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F000,Um.,2,hap
Session3,Ses03M_impro02,Ses03M_impro02_M002,"Uh, -Um",1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F003,Why the sad face?,2,hap
Session3,Ses03M_impro02,Ses03M_impro02_M003,they need me out there sooner than I thought,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M004,They want to deploy me next week.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M005,For--,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M006,They said anywhere from two to three years.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M011,No.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F013,Do this whole thing by myself?,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M012,Honey you're not going to be by yourself--,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M013,"We'll have internet set up, we'll get web cameras and everything. My whole family's here too.",3,neu
Session3,Ses03M_impro02,Ses03M_impro02_F014,Carry her for nine months and then yes.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F015,It's not the same thing. It's not like having you here.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F016,I can't do this.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M015,"You can do it. Alright? You can, you can be strong, you can be strong for both of us alright?",3,neu
Session3,Ses03M_impro02,Ses03M_impro02_F017,I'm sick of being strong-- --for us.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M016,I don't know what to do.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M019,You know I can't say no.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F022,"and watch our child grow, see her take her first steps, her first words.",1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M024,Honey after a year I can be back.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F023,You said two years.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M025,They want me there two years but I could probably get,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M026,maybe get some vacation-- --once it quiets down there.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F024,A whole year? --We're not talking about like a couple months here. I mean this is a whole year.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M027,I know. I know. But they really need some good guys there.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F025,What could happen in a year?,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F026,And this isn't the first time you know? I mean you always...sending you off to different places and...,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M028,Well that's the kind of work I'm in honey.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F027,I don't know if that's how I want to live my life.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M029,It's just going to be--it's going to go faster than you think.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F028,"Joe I'm serious I don't want to have to have a little girl to tell...asking every day where's daddy, where's daddy and have to tell her that he's away--",1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F029,far away and he won't be here.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M030,You tell her-- [BREATHING],1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F030,I'm done. I can't honey.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_M031,What do you mean?,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F031,It's over.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F032,Honey I can't do it anymore.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F033,I need you here. Anna needs you.,1,sad
Session3,Ses03M_impro02,Ses03M_impro02_F034,yeah.,1,sad
Session3,Ses03M_impro03,Ses03M_impro03_M000,Hey.,2,exc
Session3,Ses03M_impro03,Ses03M_impro03_M001,"Esmeralda, guess what?",2,exc
Session3,Ses03M_impro03,Ses03M_impro03_F001,What?,2,exc
Session3,Ses03M_impro03,Ses03M_impro03_M002,[LAUGHTER] Guess who just got hitched?,2,exc
Session3,Ses03M_impro03,Ses03M_impro03_M003,This guy. Yeah. Can you believe it? She said yes too. Yeah. She said yes.,2,exc
Session3,Ses03M_impro03,Ses03M_impro03_M004,Okay we were at Chuck E. Cheese.,2,exc
Session3,Ses03M_impro03,Ses03M_impro03_F003,"Chuck E. Cheese? Ah, man that is so lame.",2,exc
Session3,Ses03M_impro03,Ses03M_impro03_F004,Are you serious [GARBAGE] man?,2,exc
Session3,Ses03M_impro03,Ses03M_impro03_F005,Oh like that one movie. What's that one movie I just saw? No. Where she like swallows the...,2,exc
Session3,Ses03M_impro03,Ses03M_impro03_F006,"oh, I don't remember. Everybody Says I Love You with Drew Barrymore...no you haven't seen it? Okay.",2,exc
Session3,Ses03M_impro03,Ses03M_impro03_F010,[LAUGHTER] So nasty. No you... dirty me?,2,exc
Session3,Ses03M_impro03,Ses03M_impro03_M011,"Ah...Anyways, so she took the ring and she goes, is this real? So I was like, of course--",2,exc
Session3,Ses03M_impro03,Ses03M_impro03_M012,Sara and I--,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_F012,She actually asked if it was real? I would've probably asked the same thing considering you were in Chuck E. Cheese.,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_M013,Come on. It was her birthday.,2,exc
Session3,Ses03M_impro03,Ses03M_impro03_M014,She wanted...she always wants something spontaneous.,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_F015,"Yeah. That's, you know, okay.",3,neu
Session3,Ses03M_impro03,Ses03M_impro03_M015,"I couldn't, I couldn't afford the Red Lobster. [LAUGHTER] What anyway?",2,hap
Session3,Ses03M_impro03,Ses03M_impro03_F016,"Oh god! You are damn cheap, cheap, cheap. Anyways, moving on. It's not like you're poor. I mean your dad makes... okey",2,hap
Session3,Ses03M_impro03,Ses03M_impro03_M016,So Okay then and.,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_M017,"I got all the character animals to do a conga line,",2,hap
Session3,Ses03M_impro03,Ses03M_impro03_M018,"dim down the lights and uh, I got on one of the tables pulled her up.",2,hap
Session3,Ses03M_impro03,Ses03M_impro03_F017,You had the mouse?,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_F018,Isn't it a rat? It's a rat. Chuck E. Cheese?,3,neu
Session3,Ses03M_impro03,Ses03M_impro03_M019,Yeah.,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_M020,"Chucky...I don't know. I don't know. Anyways, I pull her up and I go, I go Sarah",2,hap
Session3,Ses03M_impro03,Ses03M_impro03_M021,"You're my guiding light, then they put on that song the I've had the time of my life, that song.",2,hap
Session3,Ses03M_impro03,Ses03M_impro03_F021,"Okay, that is really cheesy Joe.",2,hap
Session3,Ses03M_impro03,Ses03M_impro03_F022,Oh that's kind of sweet.,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_F023,"Wait, wait, wait I want you to marry me? No, shouldn't you like be more like a question like, would you marry me? Not like I want you to marry me. It's like a demand.",2,exc
Session3,Ses03M_impro03,Ses03M_impro03_F024,"You marry me. I man I Jane, you Tarzan.",2,exc
Session3,Ses03M_impro03,Ses03M_impro03_F025,She said sure?,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_F026,Sure? Who says sure? You say yes...I don't like--,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_F027,How long have you guys been going out?,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_M028,About two and a half weeks.,3,neu
Session3,Ses03M_impro03,Ses03M_impro03_M029,Two and ... We love each other. Yeah.,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_M030,"You got to meet her, she's wonderful.",2,hap
Session3,Ses03M_impro03,Ses03M_impro03_M031,She just graduated from high school and----she's planning to apply for colleges----and stuff.She's so great. She has so much life and energy and stuff.,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_F033,She must be hot.,2,hap
Session3,Ses03M_impro03,Ses03M_impro03_M032,"Yeah, she is good-looking.",2,hap
Session3,Ses03M_impro03,Ses03M_impro03_M033,I'm twenty eight years old.,3,neu
Session3,Ses03M_impro03,Ses03M_impro03_F036,You still act like a boy. And men take a lot longer to grow----I will tell you.,3,neu
Session3,Ses03M_impro03,Ses03M_impro03_M035,I'm so excited. It's going to be great.,2,exc
Session3,Ses03M_impro03,Ses03M_impro03_M038,I'm still working at my parents' restaurant. Busing tables.,3,neu
Session3,Ses03M_impro03,Ses03M_impro03_M039,Oh that's great. My mom said we can move in with her again if we run out of money.,2,hap
Session3,Ses03M_impro04,Ses03M_impro04_M000,I'm just so tired all the time.,1,sad
Session3,Ses03M_impro04,Ses03M_impro04_F001,"Well have you been trying to get a job, look for a job or...?",3,neu
Session3,Ses03M_impro04,Ses03M_impro04_F003,Well what are you looking for? I mean--,3,neu
Session3,Ses03M_impro04,Ses03M_impro04_F004,"Well, okay. Well that's--",3,neu
